id_prkapita,id_kab_kota,pengeluaran_2010,pengeluaran_2011,pengeluaran_2012,pengeluaran_2013,pengeluaran_2014,pengeluaran_2015,pengeluaran_2016,pengeluaran_2017,pengeluaran_2018,pengeluaran_2019,pengeluaran_2020,pengeluaran_2021,pengeluaran_2022,pengeluaran_2023,pengeluaran_2024
PRKAPITA430,430,8555,8734,8935,9472,9489,9535,9846,9941,10133,10258,10218,10244,10721,11020,11650
PRKAPITA431,431,6263,6330,6583,6835,6850,6998,7168,7249,7393,7534,7470,7496,7935,8289,8746
PRKAPITA432,432,7594,7688,7866,8294,8397,8619,8822,8943,9050,9215,9165,9181,9666,10113,10658
PRKAPITA438,438,12547,12607,12788,13303,13430,13558,13828,13995,14168,14392,14335,14356,14765,15116,15651
PRKAPITA439,439,8875,9017,9180,9677,9764,9852,10110,10223,10374,10523,10483,10503,10835,11207,11755
PRKAPITA440,440,7417,7467,7516,7566,7598,7817,7895,8325,8654,8874,8789,8940,9543,9941,10401
PRKAPITA441,441,7474,7495,7914,7973,8032,8398,8589,8828,9071,9361,9277,9412,9850,10336,10645
PRKAPITA442,442,8465,8524,8644,8889,8925,9146,9381,9715,10076,10316,10255,10409,10913,11018,11618
PRKAPITA443,443,7805,8062,8332,8601,8669,8900,9115,9597,9827,10147,10052,10198,10676,11114,11717
PRKAPITA444,444,7409,7552,7847,7948,7999,8178,8270,8480,8780,8982,8921,9064,9636,10037,10476
PRKAPITA445,445,10633,10788,10943,10965,11019,11269,11360,11651,11908,12298,12278,12390,13077,13351,13860
PRKAPITA446,446,9056,9078,9101,9123,9138,9227,9441,9559,9904,10029,10056,10028,10152,10462,10909
PRKAPITA447,447,6833,6928,7024,7121,7220,7331,7559,7947,8355,8598,8580,8548,8726,9096,9536
PRKAPITA448,448,6493,6584,6639,6963,7022,7102,7231,7353,7597,7769,7747,7736,7837,8108,8415
PRKAPITA449,449,8146,8232,8318,8406,8494,8557,8689,9019,9308,9535,9500,9494,9668,10075,10440
PRKAPITA450,450,8481,8928,9498,9921,9989,10150,10264,10577,10915,11094,11111,11072,11330,11649,12190
PRKAPITA452,452,4998,5185,5372,5523,5600,5697,5901,6032,6275,6396,6297,6335,6473,6722,7091
PRKAPITA453,453,6185,6270,6569,6725,6804,6851,7063,7302,7481,7625,7545,7580,7795,8174,8553
PRKAPITA454,454,9108,9143,9391,9495,9547,9578,9672,9875,10106,10298,10210,10243,10406,10788,11183
PRKAPITA455,455,8662,8795,9143,9348,9420,9615,9806,10036,10203,10400,10316,10347,10414,10879,11261
PRKAPITA456,456,6247,6352,6670,6846,6891,6941,7080,7334,7518,7678,7586,7623,7733,8133,8488
PRKAPITA457,457,7321,7365,7621,7734,7779,7921,8121,8333,8543,8704,8690,8720,8890,9324,9706
PRKAPITA458,458,8030,8058,8299,8395,8492,8615,8848,9058,9268,9452,9453,9480,9591,10020,10049
PRKAPITA459,459,5643,5697,5964,6088,6150,6189,6298,6508,6721,6888,6890,6918,7010,7223,7600
PRKAPITA460,460,6282,6545,6681,6844,6915,7026,7175,7337,7506,7627,7566,7600,7716,8108,8474
PRKAPITA461,461,12421,12535,12862,13047,13146,13318,13497,13699,13993,14233,14116,14148,14405,14692,15196
PRKAPITA462,462,6081,6144,6420,6553,6642,6683,6803,7012,7323,7506,7351,7405,7519,7825,8238
PRKAPITA463,463,5911,6244,6356,6668,6697,6889,7076,7266,7418,7660,7352,7467,7636,8046,8426
PRKAPITA464,464,6162,6537,6790,7044,7130,7359,7481,7688,7885,8258,7841,7966,8212,8675,9140
PRKAPITA465,465,5859,6210,6318,6467,6491,6545,6741,6859,7044,7221,6950,7040,7417,7718,8020
PRKAPITA466,466,6109,6369,6433,6637,6704,6791,6894,7026,7156,7298,7068,7142,7479,7883,8210
PRKAPITA467,467,6135,6266,6401,6675,6746,6957,7110,7302,7519,7713,7414,7519,7774,8152,8607
PRKAPITA468,468,6682,6804,7139,7193,7212,7410,7560,7841,7969,8127,7876,7973,8230,8650,8999
PRKAPITA471,471,11817,12075,12139,12343,12454,12529,12643,12989,13166,13632,13091,13290,13586,14042,14731
PRKAPITA472,472,6919,6962,7111,7401,7454,7631,7772,8044,8232,8608,8188,8316,8586,9034,9269
PRKAPITA473,473,5333,5558,5793,6662,6731,6796,6935,7057,7357,7608,7599,7446,7678,7851,8159
PRKAPITA474,474,6430,6532,6850,7167,7224,7341,7538,7752,8071,8304,8325,8151,8453,8749,9242
PRKAPITA475,475,6340,6606,6884,7162,7222,7317,7434,7694,7927,8198,8219,8034,8177,8490,8887
PRKAPITA476,476,7898,8211,8537,8862,8929,9129,9208,9463,9622,9821,9974,9708,9979,10324,10592
PRKAPITA477,477,9399,10182,10584,10987,11069,11328,11440,11595,11789,11994,12207,11977,12179,12566,13008
PRKAPITA494,494,9470,9565,9575,9586,9597,9622,9653,10055,10160,10375,9898,9989,10230,10671,10848
PRKAPITA496,496,6997,7092,7156,7199,7241,7320,7414,7605,7739,7785,7484,7491,7685,8091,8409
PRKAPITA497,497,9311,9431,9486,9520,9553,9603,9647,9812,9969,10211,9705,9607,9788,10229,10600
PRKAPITA507,507,6190,6301,6318,6342,6358,6379,6417,6723,6814,6860,6600,6617,6864,7204,7499
PRKAPITA508,508,8307,8397,8437,8475,8514,8609,8671,8824,8918,9136,8910,8926,9153,9545,9967
PRKAPITA509,509,5803,5961,5970,5979,5989,6070,6270,6810,6978,7018,6732,6788,6919,7335,7569
PRKAPITA510,510,4927,4985,5023,5060,5098,5180,5379,5655,5769,5820,5677,5708,5904,6259,6474
PRKAPITA511,511,4012,4125,4186,4241,4303,4324,4387,4596,4755,4807,4581,4603,4806,5105,5298
PRKAPITA520,520,13903,13960,14004,14088,14172,14249,14319,14781,14922,15176,14763,14937,15189,15272,15408
